operation,datastructure,listSize,seed,iteration,runcount,totaltime,avgtime
EN,linkedlist,500,666,99,5,0.6344192,0.12688384
DE,linkedlist,50,69,0,5,0.4966031,0.09932062
DE,linkedlist,50,69,1,5,0.5517952,0.11035904
DE,linkedlist,50,69,2,5,0.49897040000000004,0.09979408000000001
DE,linkedlist,50,69,3,5,0.5100066,0.10200131999999999
DE,linkedlist,50,69,4,5,0.516127,0.1032254
DE,linkedlist,50,69,5,5,0.48826920000000007,0.09765384000000002
DE,linkedlist,50,69,6,5,0.5115396,0.10230792
DE,linkedlist,50,69,7,5,0.5262403,0.10524806
DE,linkedlist,50,69,8,5,0.5089014,0.10178027999999999
DE,linkedlist,50,69,9,5,0.49964,0.09992799999999999
DE,linkedlist,50,69,10,5,0.49962249999999997,0.0999245
DE,linkedlist,50,69,11,5,0.5104183,0.10208365999999999
DE,linkedlist,50,69,12,5,0.48435249999999996,0.0968705
DE,linkedlist,50,69,13,5,0.5137303,0.10274606
DE,linkedlist,50,69,14,5,0.517617,0.1035234
DE,linkedlist,50,69,15,5,0.508206,0.10164120000000001
DE,linkedlist,50,69,16,5,0.5159450999999999,0.10318901999999999
DE,linkedlist,50,69,17,5,0.5179348,0.10358696
DE,linkedlist,50,69,18,5,0.5134418000000001,0.10268836
DE,linkedlist,50,69,19,5,0.49660360000000003,0.09932072
DE,linkedlist,50,69,20,5,0.5257345,0.1051469
DE,linkedlist,50,69,21,5,0.5131893,0.10263786
DE,linkedlist,50,69,22,5,0.5099683,0.10199366000000001
DE,linkedlist,50,69,23,5,0.4966522,0.09933043999999999
DE,linkedlist,50,69,24,5,0.4960369,0.09920738
DE,linkedlist,50,69,25,5,0.49367890000000003,0.09873578000000001
DE,linkedlist,50,69,26,5,0.5109433,0.10218866
DE,linkedlist,50,69,27,5,0.5158088,0.10316175999999999
DE,linkedlist,50,69,28,5,0.5052791,0.10105581999999999
DE,linkedlist,50,69,29,5,0.5018307000000001,0.10036614000000002
DE,linkedlist,50,69,30,5,0.507857,0.1015714
DE,linkedlist,50,69,31,5,0.5047793,0.10095586000000001
DE,linkedlist,50,69,32,5,0.5208526,0.10417052
DE,linkedlist,50,69,33,5,0.5098843,0.10197685999999999
DE,linkedlist,50,69,34,5,0.5186299,0.10372598
DE,linkedlist,50,69,35,5,0.5047066,0.10094132
DE,linkedlist,50,69,36,5,0.5071198,0.10142396000000001
DE,linkedlist,50,69,37,5,0.5014992,0.10029984
DE,linkedlist,50,69,38,5,0.5136775,0.10273550000000001
DE,linkedlist,50,69,39,5,0.5056643000000001,0.10113286000000002
DE,linkedlist,50,69,40,5,0.508499,0.1016998
DE,linkedlist,50,69,41,5,0.5175727999999999,0.10351455999999999
DE,linkedlist,50,69,42,5,0.5084261999999999,0.10168523999999998
DE,linkedlist,50,69,43,5,0.5156845999999999,0.10313691999999999
DE,linkedlist,50,69,44,5,0.5325098,0.10650196
DE,linkedlist,50,69,45,5,0.5031312,0.10062624
DE,linkedlist,50,69,46,5,0.5185746,0.10371492
DE,linkedlist,50,69,47,5,0.4984141,0.09968282
DE,linkedlist,50,69,48,5,0.5013871,0.10027741999999999
DE,linkedlist,50,69,49,5,0.5185869000000001,0.10371738000000001
DE,linkedlist,50,69,50,5,0.5147368,0.10294736
DE,linkedlist,50,69,51,5,0.6002902,0.12005804
DE,linkedlist,50,69,52,5,0.5008887000000001,0.10017774000000002
DE,linkedlist,50,69,53,5,0.5023341,0.10046682
DE,linkedlist,50,69,54,5,0.5036646,0.10073292
DE,linkedlist,50,69,55,5,0.5047979,0.10095958000000001
DE,linkedlist,50,69,56,5,0.5088997,0.10177993999999999
DE,linkedlist,50,69,57,5,0.5008911,0.10017822000000001
DE,linkedlist,50,69,58,5,0.5229886,0.10459772
DE,linkedlist,50,69,59,5,0.51093,0.102186
DE,linkedlist,50,69,60,5,0.501501,0.10030019999999999
DE,linkedlist,50,69,61,5,0.520582,0.1041164
DE,linkedlist,50,69,62,5,0.5146347,0.10292694
DE,linkedlist,50,69,63,5,0.495052,0.0990104
DE,linkedlist,50,69,64,5,0.5088612,0.10177224
DE,linkedlist,50,69,65,5,0.498555,0.09971100000000001
DE,linkedlist,50,69,66,5,0.5069634,0.10139267999999999
DE,linkedlist,50,69,67,5,0.5359925999999999,0.10719851999999999
DE,linkedlist,50,69,68,5,0.5357426,0.10714852
DE,linkedlist,50,69,69,5,0.532362,0.1064724
DE,linkedlist,50,69,70,5,0.5360275,0.1072055
DE,linkedlist,50,69,71,5,0.5441221,0.10882442
DE,linkedlist,50,69,72,5,0.5516378,0.11032755999999999
DE,linkedlist,50,69,73,5,0.5562124,0.11124248
DE,linkedlist,50,69,74,5,0.5453484,0.10906967999999999
DE,linkedlist,50,69,75,5,0.5465085000000001,0.10930170000000002
DE,linkedlist,50,69,76,5,0.5532655000000001,0.11065310000000002
DE,linkedlist,50,69,77,5,0.5560124,0.11120247999999999
DE,linkedlist,50,69,78,5,0.5491756,0.10983512
DE,linkedlist,50,69,79,5,0.5408446,0.10816892
DE,linkedlist,50,69,80,5,0.5370583,0.10741165999999999
DE,linkedlist,50,69,81,5,0.5398930000000001,0.10797860000000001
DE,linkedlist,50,69,82,5,0.5449326,0.10898652
DE,linkedlist,50,69,83,5,0.5465915,0.10931830000000001
DE,linkedlist,50,69,84,5,0.5455291,0.10910581999999999
DE,linkedlist,50,69,85,5,0.5441526,0.10883052
DE,linkedlist,50,69,86,5,0.5362381,0.10724762000000002
DE,linkedlist,50,69,87,5,0.518051,0.10361020000000001
DE,linkedlist,50,69,88,5,0.5269623,0.10539246
DE,linkedlist,50,69,89,5,0.5247457,0.10494914
DE,linkedlist,50,69,90,5,0.5345562,0.10691124
DE,linkedlist,50,69,91,5,0.5188397,0.10376794
DE,linkedlist,50,69,92,5,0.5312445,0.10624890000000001
DE,linkedlist,50,69,93,5,0.5314118999999999,0.10628237999999998
DE,linkedlist,50,69,94,5,0.5295003,0.10590006
DE,linkedlist,50,69,95,5,0.5226621,0.10453242
DE,linkedlist,50,69,96,5,0.5236449999999999,0.10472899999999999
DE,linkedlist,50,69,97,5,0.5200496,0.10400992
DE,linkedlist,50,69,98,5,0.5192867,0.10385733999999999
DE,linkedlist,50,69,99,5,0.5313497,0.10626994000000001
DE,linkedlist,50,69,100,5,0.5205267,0.10410534
DE,linkedlist,50,69,101,5,0.5186306,0.10372612
DE,linkedlist,50,69,102,5,0.5210579,0.10421158
DE,linkedlist,50,69,103,5,0.5143278,0.10286556
DE,linkedlist,50,69,104,5,0.5158843,0.10317686
DE,linkedlist,50,69,105,5,0.5281634000000001,0.10563268
DE,linkedlist,50,69,106,5,0.5136651,0.10273302
DE,linkedlist,50,69,107,5,0.5288717,0.10577434
DE,linkedlist,50,69,108,5,0.5228419,0.10456837999999999
DE,linkedlist,50,69,109,5,0.5174416,0.10348832
DE,linkedlist,50,69,110,5,0.5177971,0.10355942
DE,linkedlist,50,69,111,5,0.520733,0.1041466
DE,linkedlist,50,69,112,5,0.5181341,0.10362682000000001
DE,linkedlist,50,69,113,5,0.5270185,0.10540369999999999
DE,linkedlist,50,69,114,5,0.5272138,0.10544276
DE,linkedlist,50,69,115,5,0.5300644,0.10601288
DE,linkedlist,50,69,116,5,0.5442838,0.10885676
DE,linkedlist,50,69,117,5,0.5247831000000001,0.10495662000000001
DE,linkedlist,50,69,118,5,0.5350284999999999,0.10700569999999998
DE,linkedlist,50,69,119,5,0.5239241,0.10478482
DE,linkedlist,50,69,120,5,0.5170101,0.10340202000000001
DE,linkedlist,50,69,121,5,0.5311954,0.10623908
DE,linkedlist,50,69,122,5,0.5361681,0.10723362
DE,linkedlist,50,69,123,5,0.5232795,0.1046559
DE,linkedlist,50,69,124,5,0.5285617,0.10571234
DE,linkedlist,50,69,125,5,0.5332387,0.10664773999999999
DE,linkedlist,50,69,126,5,0.5216379,0.10432758
DE,linkedlist,50,69,127,5,0.537603,0.10752060000000001
DE,linkedlist,50,69,128,5,0.5301441,0.10602882
DE,linkedlist,50,69,129,5,0.5095953,0.10191905999999999
DE,linkedlist,50,69,130,5,0.5138961,0.10277921999999999
DE,linkedlist,50,69,131,5,0.5165010999999999,0.10330021999999998
DE,linkedlist,50,69,132,5,0.5156442999999999,0.10312885999999999
DE,linkedlist,50,69,133,5,0.5076241,0.10152482
DE,linkedlist,50,69,134,5,0.5276752,0.10553504
DE,linkedlist,50,69,135,5,0.5396610000000001,0.1079322
DE,linkedlist,50,69,136,5,0.53137,0.10627400000000001
DE,linkedlist,50,69,137,5,0.5332102,0.10664204
DE,linkedlist,50,69,138,5,0.5349393,0.10698786
DE,linkedlist,50,69,139,5,0.5314517,0.10629034
DE,linkedlist,50,69,140,5,0.5328954,0.10657908
DE,linkedlist,50,69,141,5,0.5562085999999999,0.11124171999999999
DE,linkedlist,50,69,142,5,0.5248325,0.1049665
DE,linkedlist,50,69,143,5,0.5285018,0.10570036000000001
DE,linkedlist,50,69,144,5,0.5340547,0.10681094
DE,linkedlist,50,69,145,5,0.5359933,0.10719866
DE,linkedlist,50,69,146,5,0.5133002,0.10266004
DE,linkedlist,50,69,147,5,0.5267435,0.1053487
DE,linkedlist,50,69,148,5,0.5212326,0.10424652000000001
DE,linkedlist,50,69,149,5,0.5289555,0.1057911
DE,linkedlist,50,69,150,5,0.5247706,0.10495412
DE,linkedlist,50,69,151,5,0.5351485,0.1070297
DE,linkedlist,50,69,152,5,0.5353814,0.10707628
DE,linkedlist,50,69,153,5,0.5280241999999999,0.10560483999999999
DE,linkedlist,50,69,154,5,0.5287849,0.10575698
DE,linkedlist,50,69,155,5,0.538458,0.1076916
DE,linkedlist,50,69,156,5,0.5273561,0.10547122
DE,linkedlist,50,69,157,5,0.5370793,0.10741586
DE,linkedlist,50,69,158,5,0.5371565,0.10743130000000001
DE,linkedlist,50,69,159,5,0.5455927,0.10911854000000001
DE,linkedlist,50,69,160,5,0.5349772,0.10699544000000001
DE,linkedlist,50,69,161,5,0.5324691,0.10649382
DE,linkedlist,50,69,162,5,0.5463426,0.10926852000000001
DE,linkedlist,50,69,163,5,0.5394778,0.10789556
DE,linkedlist,50,69,164,5,0.526544,0.10530880000000001
DE,linkedlist,50,69,165,5,0.5297177,0.10594353999999999
DE,linkedlist,50,69,166,5,0.5318921999999999,0.10637843999999999
DE,linkedlist,50,69,167,5,0.5316987,0.10633973999999999
DE,linkedlist,50,69,168,5,0.5475622,0.10951244
DE,linkedlist,50,69,169,5,0.5269461999999999,0.10538923999999998
DE,linkedlist,50,69,170,5,0.5873576,0.11747152000000001
DE,linkedlist,50,69,171,5,0.5420394000000001,0.10840788000000001
DE,linkedlist,50,69,172,5,0.5428845,0.1085769
DE,linkedlist,50,69,173,5,0.5309277,0.10618554
DE,linkedlist,50,69,174,5,0.5320505,0.1064101
DE,linkedlist,50,69,175,5,0.5321221,0.10642442
DE,linkedlist,50,69,176,5,0.5329689,0.10659378
DE,linkedlist,50,69,177,5,0.5352879,0.10705758000000001
DE,linkedlist,50,69,178,5,0.5270822000000001,0.10541644000000001
DE,linkedlist,50,69,179,5,0.5253675,0.1050735
DE,linkedlist,50,69,180,5,0.5518426999999999,0.11036853999999999
DE,linkedlist,50,69,181,5,0.5488239,0.10976478
DE,linkedlist,50,69,182,5,0.5434425,0.10868850000000001
DE,linkedlist,50,69,183,5,0.5334694,0.10669387999999999
DE,linkedlist,50,69,184,5,0.5460071,0.10920142
DE,linkedlist,50,69,185,5,0.5409194,0.10818388000000001
DE,linkedlist,50,69,186,5,0.5274561,0.10549122
DE,linkedlist,50,69,187,5,0.5406594,0.10813188
DE,linkedlist,50,69,188,5,0.5367368,0.10734736
DE,linkedlist,50,69,189,5,0.5505649,0.11011298
DE,linkedlist,50,69,190,5,0.5433718,0.10867436
DE,linkedlist,50,69,191,5,0.5389568,0.10779136
DE,linkedlist,50,69,192,5,0.5347265999999999,0.10694531999999998
DE,linkedlist,50,69,193,5,0.5427115,0.10854230000000001
DE,linkedlist,50,69,194,5,0.5424815,0.10849629999999999
DE,linkedlist,50,69,195,5,0.5333502999999999,0.10667005999999998
DE,linkedlist,50,69,196,5,0.5484571,0.10969142000000001
DE,linkedlist,50,69,197,5,0.5355579,0.10711158000000001
DE,linkedlist,50,69,198,5,0.5482992999999999,0.10965985999999998
DE,linkedlist,50,69,199,5,0.544154,0.1088308
EN,linkedlist,5000,1137,0,5,1.8614276,0.37228552000000004
EN,linkedlist,5000,1137,1,5,1.7840679,0.35681357999999996
EN,linkedlist,5000,1137,2,5,1.8077452000000003,0.36154904000000004
EN,linkedlist,5000,1137,3,5,1.8424391,0.36848782
EN,linkedlist,5000,1137,4,5,1.8102848,0.36205696
EN,linkedlist,5000,1137,5,5,1.8027688,0.36055376
EN,linkedlist,5000,1137,6,5,1.7891893,0.35783786
EN,linkedlist,5000,1137,7,5,1.8046910999999999,0.36093822
EN,linkedlist,5000,1137,8,5,1.8234806999999997,0.36469613999999995
EN,linkedlist,5000,1137,9,5,1.8137349,0.36274698
EN,linkedlist,5000,1137,10,5,1.8174775,0.3634955
EN,linkedlist,5000,1137,11,5,1.8189874000000001,0.36379748
EN,linkedlist,5000,1137,12,5,1.8336207,0.36672414
EN,linkedlist,5000,1137,13,5,1.8476876,0.36953752
EN,linkedlist,5000,1137,14,5,1.8249676,0.36499351999999996
EN,linkedlist,5000,1137,15,5,1.7878047000000001,0.35756094000000005
EN,linkedlist,5000,1137,16,5,1.8473593,0.36947186
EN,linkedlist,5000,1137,17,5,1.8087448000000002,0.36174896
EN,linkedlist,5000,1137,18,5,1.833584,0.3667168
EN,linkedlist,5000,1137,19,5,1.7905504,0.35811008
EN,linkedlist,5000,1137,20,5,1.8091331,0.36182662
EN,linkedlist,5000,1137,21,5,1.8194307,0.36388614
EN,linkedlist,5000,1137,22,5,1.864111,0.3728222
EN,linkedlist,5000,1137,23,5,1.8186683,0.36373365999999996
EN,linkedlist,5000,1137,24,5,1.7980415,0.3596083
EN,tree,50,69,0,5,0.5200665000000001,0.10401330000000002
EN,tree,50,69,1,5,0.5493707,0.10987414
EN,tree,50,69,2,5,0.5397873,0.10795745999999999
EN,tree,50,69,3,5,0.5344413,0.10688826
EN,tree,50,69,4,5,0.5249056000000001,0.10498112000000001
EN,tree,50,69,5,5,0.5283872000000001,0.10567744000000001
EN,tree,50,69,6,5,0.5581853,0.11163706
EN,tree,50,69,7,5,0.5283789,0.10567578
EN,tree,50,69,8,5,0.5136160000000001,0.10272320000000001
EN,tree,50,69,9,5,0.5232533,0.10465066
EN,tree,50,69,10,5,0.5238041,0.10476082
EN,tree,50,69,11,5,0.5318231,0.10636461999999999
EN,tree,50,69,12,5,0.5211182,0.10422363999999999
EN,tree,50,69,13,5,0.5166292,0.10332584
EN,tree,50,69,14,5,0.5322809000000001,0.10645618000000001
EN,tree,50,69,15,5,0.5289693,0.10579385999999999
EN,tree,50,69,16,5,0.5263675,0.10527349999999999
EN,tree,50,69,17,5,0.5278403,0.10556806
EN,tree,50,69,18,5,0.521677,0.1043354
EN,tree,50,69,19,5,0.5099551,0.10199102
EN,tree,50,69,20,5,0.5038349,0.10076697999999999
EN,tree,50,69,21,5,0.5264049,0.10528098
EN,tree,50,69,22,5,0.5166444,0.10332888
EN,tree,50,69,23,5,0.5277812,0.10555624
EN,tree,50,69,24,5,0.5310775,0.10621549999999999
EN,tree,50,69,25,5,0.5356380000000001,0.10712760000000002
EN,tree,50,69,26,5,0.5122078,0.10244156
EN,tree,50,69,27,5,0.5028931,0.10057862
EN,tree,50,69,28,5,0.5229758,0.10459515999999999
EN,tree,50,69,29,5,0.5007589,0.10015178
EN,tree,50,69,30,5,0.5295890999999999,0.10591781999999998
EN,tree,50,69,31,5,0.5291539000000001,0.10583078000000001
EN,tree,50,69,32,5,0.5066203,0.10132406000000001
EN,tree,50,69,33,5,0.5183241000000001,0.10366482000000002
EN,tree,50,69,34,5,0.5048722,0.10097444
EN,tree,50,69,35,5,0.509755,0.10195099999999999
EN,tree,50,69,36,5,0.525046,0.1050092
EN,tree,50,69,37,5,0.5201304,0.10402607999999999
EN,tree,50,69,38,5,0.5270626,0.10541252000000001
EN,tree,50,69,39,5,0.5030331,0.10060662000000001
EN,tree,50,69,40,5,0.5269123,0.10538246
EN,tree,50,69,41,5,0.5218193,0.10436386
EN,tree,50,69,42,5,0.5093891,0.10187782000000001
EN,tree,50,69,43,5,0.5299556,0.10599112
EN,tree,50,69,44,5,0.5137294,0.10274588
EN,tree,50,69,45,5,0.5077830999999999,0.10155661999999999
EN,tree,50,69,46,5,0.5128277000000001,0.10256554000000002
EN,tree,50,69,47,5,0.5286157,0.10572314000000001
EN,tree,50,69,48,5,0.5159533,0.10319065999999999
EN,tree,50,69,49,5,0.5126894,0.10253788
EN,tree,50,69,50,5,0.506237,0.10124740000000002
EN,tree,50,69,51,5,0.5168948999999999,0.10337897999999998
EN,tree,50,69,52,5,0.5274421,0.10548842
EN,tree,50,69,53,5,0.5284004999999999,0.10568009999999999
EN,tree,50,69,54,5,0.5217683,0.10435365999999999
EN,tree,50,69,55,5,0.5071698,0.10143396
EN,tree,50,69,56,5,0.5253443999999999,0.10506887999999999
EN,tree,50,69,57,5,0.5093521,0.10187041999999999
EN,tree,50,69,58,5,0.5124445000000001,0.10248890000000002
EN,tree,50,69,59,5,0.5225913,0.10451826
EN,tree,50,69,60,5,0.5030366,0.10060731999999999
EN,tree,50,69,61,5,0.5233628,0.10467256
EN,tree,50,69,62,5,0.519037,0.1038074
EN,tree,50,69,63,5,0.5079999,0.10159997999999999
EN,tree,50,69,64,5,0.4914591,0.09829182
EN,tree,50,69,65,5,0.507053,0.10141059999999999
EN,tree,50,69,66,5,0.5198559,0.10397118000000001
EN,tree,50,69,67,5,0.5347742,0.10695484
EN,tree,50,69,68,5,0.5349231,0.10698462
EN,tree,50,69,69,5,0.5352323999999999,0.10704647999999999
EN,tree,50,69,70,5,0.5326344,0.10652687999999999
EN,tree,50,69,71,5,0.5416499,0.10832998
EN,tree,50,69,72,5,0.537851,0.10757019999999999
EN,tree,50,69,73,5,0.5279922,0.10559844
EN,tree,50,69,74,5,0.5359471,0.10718942000000001
EN,tree,50,69,75,5,0.533908,0.1067816
EN,tree,50,69,76,5,0.6312733,0.12625466000000002
EN,tree,50,69,77,5,0.5312685,0.1062537
EN,tree,50,69,78,5,0.528676,0.1057352
EN,tree,50,69,79,5,0.5299991,0.10599982
EN,tree,50,69,80,5,0.5523347,0.11046693999999999
EN,tree,50,69,81,5,0.5471874,0.10943748
EN,tree,50,69,82,5,0.5536027,0.11072054
EN,tree,50,69,83,5,0.5463419,0.10926838000000001
EN,tree,50,69,84,5,0.5404428,0.10808856
EN,tree,50,69,85,5,0.5378933,0.10757866
EN,tree,50,69,86,5,0.5577407,0.11154813999999999
EN,tree,50,69,87,5,0.5293469,0.10586937999999999
EN,tree,50,69,88,5,0.5491655,0.10983309999999999
EN,tree,50,69,89,5,0.5288547,0.10577094000000001
EN,tree,50,69,90,5,0.5435747999999999,0.10871495999999999
EN,tree,50,69,91,5,0.5524977,0.11049954
EN,tree,50,69,92,5,0.5333147,0.10666294000000001
EN,tree,50,69,93,5,0.5550048,0.11100096
EN,tree,50,69,94,5,0.5209471,0.10418942
EN,tree,50,69,95,5,0.5389183,0.10778365999999999
EN,tree,50,69,96,5,0.549139,0.1098278
EN,tree,50,69,97,5,0.5336278999999999,0.10672557999999999
EN,tree,50,69,98,5,0.5451807999999999,0.10903615999999998
EN,tree,50,69,99,5,0.5485755000000001,0.10971510000000002
EN,tree,50,69,100,5,0.5735264999999999,0.11470529999999998
EN,tree,50,69,101,5,0.5419666999999999,0.10839333999999998
EN,tree,50,69,102,5,0.5498158,0.10996315999999999
EN,tree,50,69,103,5,0.5600213999999999,0.11200427999999998
EN,tree,50,69,104,5,0.5466832,0.10933664000000001
EN,tree,50,69,105,5,0.5510992,0.11021984
EN,tree,50,69,106,5,0.5342478,0.10684956000000001
EN,tree,50,69,107,5,0.5478191,0.10956382
EN,tree,50,69,108,5,0.544843,0.1089686
EN,tree,50,69,109,5,0.5516154,0.11032307999999999
EN,tree,50,69,110,5,0.5511941,0.11023882
EN,tree,50,69,111,5,0.5261483,0.10522966
EN,tree,50,69,112,5,0.5339219000000001,0.10678438000000001
EN,tree,50,69,113,5,0.5506584,0.11013168
EN,tree,50,69,114,5,0.5365622,0.10731244
EN,tree,50,69,115,5,0.5472487,0.10944974
EN,tree,50,69,116,5,0.5551647,0.11103294
EN,tree,50,69,117,5,0.5545633,0.11091266
EN,tree,50,69,118,5,0.5496053999999999,0.10992107999999998
EN,tree,50,69,119,5,0.5347289,0.10694577999999999
EN,tree,50,69,120,5,0.549481,0.1098962
EN,tree,50,69,121,5,0.5389632,0.10779264
EN,tree,50,69,122,5,0.5353887,0.10707774
EN,tree,50,69,123,5,0.537625,0.10752500000000001
EN,tree,50,69,124,5,0.5363954,0.10727908
EN,tree,50,69,125,5,0.5396599,0.10793198
EN,tree,50,69,126,5,0.5269086000000001,0.10538172000000001
EN,tree,50,69,127,5,0.5586635,0.11173269999999999
EN,tree,50,69,128,5,0.5486442,0.10972884000000001
EN,tree,50,69,129,5,0.5338729000000001,0.10677458000000002
EN,tree,50,69,130,5,0.5513935,0.1102787
EN,tree,50,69,131,5,0.5226092,0.10452184
EN,tree,50,69,132,5,0.5393028,0.10786056
EN,tree,50,69,133,5,0.519148,0.10382960000000001
EN,tree,50,69,134,5,0.5113494000000001,0.10226988000000001
EN,tree,50,69,135,5,0.5178324000000001,0.10356648000000002
EN,tree,50,69,136,5,0.5153301,0.10306602000000001
EN,tree,50,69,137,5,0.5129775,0.10259549999999999
EN,tree,50,69,138,5,0.5160294,0.10320588
EN,tree,50,69,139,5,0.512283,0.10245660000000001
EN,tree,50,69,140,5,0.5356004,0.10712007999999999
EN,tree,50,69,141,5,0.5121011,0.10242021999999999
EN,tree,50,69,142,5,0.5102697,0.10205394000000001
EN,tree,50,69,143,5,0.5300614,0.10601228
EN,tree,50,69,144,5,0.5135109999999999,0.1027022
EN,tree,50,69,145,5,0.516163,0.10323260000000001
EN,tree,50,69,146,5,0.5189334999999999,0.10378669999999998
EN,tree,50,69,147,5,0.5008125,0.1001625
EN,tree,50,69,148,5,0.5147276,0.10294551999999998
EN,tree,50,69,149,5,0.5134977000000001,0.10269954
EN,tree,50,69,150,5,0.52303,0.104606
EN,tree,50,69,151,5,0.5058199,0.10116398
EN,tree,50,69,152,5,0.5284576,0.10569152
EN,tree,50,69,153,5,0.5270859999999999,0.10541719999999999
EN,tree,50,69,154,5,0.526768,0.1053536
EN,tree,50,69,155,5,0.5227453,0.10454906
EN,tree,50,69,156,5,0.5342646,0.10685291999999999
EN,tree,50,69,157,5,0.5362819999999999,0.10725639999999999
EN,tree,50,69,158,5,0.5344649,0.10689298
EN,tree,50,69,159,5,0.5417014,0.10834028
EN,tree,50,69,160,5,0.5264345,0.1052869
EN,tree,50,69,161,5,0.5324594,0.10649188000000001
EN,tree,50,69,162,5,0.5218143,0.10436285999999999
EN,tree,50,69,163,5,0.5218484,0.10436967999999999
EN,tree,50,69,164,5,0.5220146,0.10440292
EN,tree,50,69,165,5,0.5241891,0.10483782
EN,tree,50,69,166,5,0.5196986,0.10393972
EN,tree,50,69,167,5,0.521096,0.1042192
EN,tree,50,69,168,5,0.5356381,0.10712762
EN,tree,50,69,169,5,0.5240772,0.10481544000000001
EN,tree,50,69,170,5,0.517244,0.10344880000000001
EN,tree,50,69,171,5,0.5226101,0.10452202
EN,tree,50,69,172,5,0.5280919,0.10561837999999998
EN,tree,50,69,173,5,0.5429784,0.10859568
EN,tree,50,69,174,5,0.5381244999999999,0.10762489999999998
EN,tree,50,69,175,5,0.5391886,0.10783772
EN,tree,50,69,176,5,0.5391098999999999,0.10782197999999998
EN,tree,50,69,177,5,0.526938,0.1053876
EN,tree,50,69,178,5,0.5313506,0.10627012
EN,tree,50,69,179,5,0.5306194000000001,0.10612388000000002
EN,tree,50,69,180,5,0.5213705,0.1042741
EN,tree,50,69,181,5,0.5273071,0.10546142
EN,tree,50,69,182,5,0.5254643999999999,0.10509287999999999
EN,tree,50,69,183,5,0.5215237,0.10430474
EN,tree,50,69,184,5,0.5433593,0.10867186
EN,tree,50,69,185,5,0.5002287999999999,0.10004575999999998
EN,tree,50,69,186,5,0.5215712,0.10431424
EN,tree,50,69,187,5,0.5324859,0.10649718
EN,tree,50,69,188,5,0.5183183,0.10366366
EN,tree,50,69,189,5,0.5279153999999999,0.10558307999999998
EN,tree,50,69,190,5,0.5294167,0.10588333999999999
EN,tree,50,69,191,5,0.5390139,0.10780278000000001
EN,tree,50,69,192,5,0.5739301,0.11478602
EN,tree,50,69,193,5,0.5296433,0.10592866000000001
EN,tree,50,69,194,5,0.5257526,0.10515052
EN,tree,50,69,195,5,0.5339176999999999,0.10678353999999998
EN,tree,50,69,196,5,0.5528983000000001,0.11057966000000001
EN,tree,50,69,197,5,0.5461830999999999,0.10923661999999998
EN,tree,50,69,198,5,0.5303126,0.10606252000000001
EN,tree,50,69,199,5,0.535193,0.10703860000000001
EN,linkedlist,100,420,0,5,0.5768019,0.11536038
EN,linkedlist,100,420,1,5,0.5649002,0.11298003999999999
EN,linkedlist,100,420,2,5,0.5505728,0.11011456
EN,linkedlist,100,420,3,5,0.564057,0.1128114
EN,linkedlist,100,420,4,5,0.5535306,0.11070611999999999
EN,linkedlist,100,420,5,5,0.5518167,0.11036334
EN,linkedlist,100,420,6,5,0.5931615,0.1186323
EN,linkedlist,100,420,7,5,0.6238591,0.12477182
EN,linkedlist,100,420,8,5,0.5605956,0.11211911999999999
EN,linkedlist,100,420,9,5,0.5773701,0.11547402
EN,linkedlist,100,420,10,5,0.550049,0.1100098
EN,linkedlist,100,420,11,5,0.5665173,0.11330346
EN,linkedlist,100,420,12,5,0.5525848,0.11051696
EN,linkedlist,100,420,13,5,0.5592842,0.11185684
EN,linkedlist,100,420,14,5,0.5665461,0.11330922000000002
EN,linkedlist,100,420,15,5,0.6065976,0.12131951999999999
EN,linkedlist,100,420,16,5,0.6253462,0.12506924
EN,linkedlist,100,420,17,5,0.6205833000000001,0.12411666000000002
EN,linkedlist,100,420,18,5,0.6083969,0.12167938
EN,linkedlist,100,420,19,5,0.6063365000000001,0.12126730000000001
EN,linkedlist,100,420,20,5,0.6055835,0.12111670000000001
EN,linkedlist,100,420,21,5,0.6107435,0.1221487
EN,linkedlist,100,420,22,5,0.6262135,0.12524269999999998
EN,linkedlist,100,420,23,5,0.6168876999999999,0.12337753999999998
EN,linkedlist,100,420,24,5,0.6249533,0.12499066
EN,linkedlist,100,420,25,5,0.6241276,0.12482552
EN,linkedlist,100,420,26,5,0.6040799,0.12081598
EN,linkedlist,100,420,27,5,0.6100870999999999,0.12201741999999997
EN,linkedlist,100,420,28,5,0.6045738999999999,0.12091477999999997
EN,linkedlist,100,420,29,5,0.5958658,0.11917316
EN,linkedlist,100,420,30,5,0.6130975,0.12261949999999999
EN,linkedlist,100,420,31,5,0.6217183000000001,0.12434366000000001
EN,linkedlist,100,420,32,5,0.6307384999999999,0.12614769999999997
EN,linkedlist,100,420,33,5,0.6159813000000001,0.12319626000000002
EN,linkedlist,100,420,34,5,0.6060816,0.12121632
EN,linkedlist,100,420,35,5,0.6226119999999999,0.12452239999999999
EN,linkedlist,100,420,36,5,0.6181257,0.12362514
EN,linkedlist,100,420,37,5,0.6292143,0.12584286
EN,linkedlist,100,420,38,5,0.6361407000000001,0.12722814000000002
EN,linkedlist,100,420,39,5,0.6361964,0.12723928
EN,linkedlist,100,420,40,5,0.6212753000000001,0.12425506000000001
EN,linkedlist,100,420,41,5,0.6192063000000001,0.12384126000000002
EN,linkedlist,100,420,42,5,0.6313958,0.12627916
